text,label,all_old,predicao
acordo reformar previd ncia linhas gerais j est feito diz meirelles,politica,acordo para reformar previdência em linhas gerais já está feito diz meirelles.,politica
acordo prev acampamento apoiadores lula km trf porto alegre,politica,acordo prevê acampamento de apoiadores de lula a <digit>km do trf-<digit> em porto alegre.,politica
acordo prev suspens contratos mil partir junho gm s jos sp,carros,acordo prevê suspensão de contratos a <digit> <digit> mil a partir de junho na gm em são josé sp,carros
acordo acordo indagou temer assessores ap s declara juc,politica,acordo que acordo indagou temer a assessores após declaração de jucá.,politica
acre mil inscritos enem n mero menor ano passado,educacao,acre tem mais de <digit><digit> mil inscritos no enem <digit><digit><digit><digit> número é <digit><digit>% menor do que no ano passado.,educacao
acredito solu j aproximando diz kassab sobre oi,economia,acredito que uma solução já esteja se aproximando diz kassab sobre oi.,politica
acusa racismo faz autora tirar livro peppa circula,educacao,acusação de racismo faz autora tirar livro peppa de circulação.,educacao
acusado lesar chile ranking banco mundial nega motiva pol tica,economia,acusado de lesar chile em ranking do banco mundial nega motivação política.,economia
adam levine joga golfe s conrado ap s apresenta e rock in rio,musica,adam levine joga golfe em são conrado após apresentações no rock in rio.,musica
adam levine maroon pai segunda vez,musica,adam levine do maroon <digit> será pai pela segunda vez.,musica
adarico negromonte filho absolvido julgamento lava jato trf porto alegre,politica,adarico negromonte filho é absolvido em julgamento da lava jato no trf<digit> em porto alegre.,politica
ade opep cortes cresce dezembro menor produ venezuela,economia,adesão da opep a cortes cresce em dezembro com menor produção da venezuela.,economia
adeus wallace elenco guarani choro lateral corinthian,esporte,adeus a wallace tem comoção do elenco do guarani e choro de lateral do corinthians .,esporte
adeus walter becker we got the news,musica,adeus walter becker we got the news.,musica
adiamento conturbado reforma evidencia desarticula governo,politica,adiamento conturbado da reforma evidencia desarticulação do governo.,politica
adiamento vota previd ncia fator negativo brasil diz moody,economia,adiamento de votação da previdência é fator negativo para o brasil diz moodys.,politica
administra carreira flex veis diz diretora microsoft veja debate sobre mitos verdades profiss,educacao,administração é a carreira dos flexíveis diz diretora da microsoft veja debate sobre mitos e verdades da profissão.,educacao
administra curso recebeu bolsas prouni entenda funciona programa,educacao,administração é curso que mais recebeu bolsas do prouni entenda como funciona o programa.,educacao
adolescente conquista mil seguidores p gina traz conte hist ria,educacao,adolescente conquista mais de <digit><digit> mil seguidores com página que traz conteúdos de história.,educacao
adolescente lev filha beb dia prova enem ro,educacao,adolescente leva filha bebê para <digit>° dia de prova do enem em ro.,educacao
adrenalina mil diz ltimo entrar escola vit ria ap s prova enem,educacao,adrenalina a mil diz último a entrar em escola de vitória após a prova do enem.,educacao
adriano pede orienta fla treinos clube sugere apoio psiqui trico,esporte,adriano pede orientação ao fla para treinos clube sugere apoio psiquiátrico.,esporte
advers rio irrita festa neymar ante jogo est c gente,esporte,adversário se irrita com festa de neymar antes do jogo: estão c... para a gente.,esporte
advogada alvo busca apreens desdobramento lava jato,politica,advogada é alvo de busca e apreensão em desdobramento da lava jato.,politica
advogado citava nome assessores ministros cortes superiores aponta opera pf,politica,advogado citava nome de assessores de ministros de cortes superiores aponta operação da pf.,politica
advogado lula entrega documento desembargador ir julgar recurso processo triplex,politica,advogado de lula entrega documento a desembargador que irá julgar recurso no processo do triplex.,politica
advogado lula onu julgamento trf porto alegre,politica,advogado de lula na onu estará no julgamento no trf-<digit> em porto alegre.,politica
advogado okamotto fala poca dio pede manuten absolvi,politica,advogado de okamotto fala em época de ódio e pede manutenção de absolvição.,politica
advogado tenta agilizar soltura garotinho pres dio bangu rio,politica,advogado tenta agilizar soltura de garotinho de presídio em bangu no rio.,politica
advogados competentes j provaram inoc ncia diz lula manifesta porto alegre,politica,advogados competentes já provaram minha inocência diz lula em manifestação em porto alegre.,politica
advogados investidores petrobras podem embolsar quase r bi acordo eua,economia,advogados de investidores da petrobras podem embolsar quase r$ <digit> bi com acordo nos eua.,economia
advogados investigado dizem s rio liban s n cumpriu determina moro,politica,advogados de investigado dizem que sírio libanês não cumpriu determinação de moro.,politica
advogados operador geddel pedem imediata suspens pris,politica,advogados de operador de geddel pedem imediata suspensão da prisão.,politica
advogados taylor swift apresentam vers e julgamento contra suposto agressor sexual,musica,advogados de taylor swift apresentam versões em julgamento contra suposto agressor sexual.,musica
advogados pedem moro absolva ex contadora youssef,politica,advogados pedem a moro que absolva ex-contadora de youssef.,politica
advogados recorrem stf contra decis permitiu posse cristiane brasil,politica,advogados recorrem ao stf contra decisão que permitiu posse de cristiane brasil.,politica
cio vaiado milit ncia psdb chegar conven oficializar alckmin comando partido,politica,aécio é vaiado pela militância do psdb ao chegar à convenção que oficializará alckmin no comando do partido.,politica
cio reassume protagonismo amplia desgaste psdb,politica,aécio reassume protagonismo e amplia desgaste do psdb.,politica
cio refuta pecha fisiologismo diz psdb sair governo temer porta frente,politica,aécio refuta pecha de fisiologismo e diz que psdb sairá do governo temer pela porta da frente.,politica
cio tira tasso comando psdb indica goldman presidir sigla interinamente,politica,aécio tira tasso do comando do psdb e indica goldman para presidir sigla interinamente.,politica
aeromobil carro voador j pode reservado europa,carros,aeromobil <digit>.<digit> o carro voador já pode ser reservado na europa,carros
aeron utica abre concurso vagas forma sargentos,economia,aeronáutica abre concurso para <digit><digit><digit> vagas para formação de sargentos.,economia
aeron utica abre concurso vagas forma sargentos,economia,aeronáutica abre concurso para <digit><digit><digit> vagas de formação de sargentos.,economia
aeron utica abre concursos vagas n vel superior,economia,aeronáutica abre concursos para <digit><digit> vagas de nível superior.,economia
aeroplano eugenia seguem trilha curvas casal road disco,musica,aeroplano e eugenia seguem a trilha e as curvas de casal em road disco.,musica
aeroporto florian polis recebe pior nota pesquisa passageiros curitiba bem avaliado,economia,aeroporto de florianópolis recebe pior nota em pesquisa com passageiros curitiba é o mais bem avaliado.,economia
aerosmith acerta antigos hit exagera cover ajuda voz al m ganhar rock in rio,musica,aerosmith acerta em antigos hits exagera nos covers e tem ajuda de voz do além para ganhar rock in rio.,musica
aerosmith banda dia rock in rio comentada facebook veja lista,musica,aerosmith é a banda do <digit>º dia de rock in rio mais comentada no facebook veja lista.,musica
aerosmith faz show s paulo trip fotos,musica,aerosmith faz show no são paulo trip fotos.,musica
aerosmith rock in rio sp despedida brasil ano passado pensei ltima vez diz joe perry,musica,aerosmith no rock in rio e em sp é despedida do brasil ano passado pensei que seria a última vez diz joe perry.,musica
aerosmith def leppard fall out boy fazem dia roqueiro rock in rio veja esperar desta quinta festival,musica,aerosmith def leppard e fall out boy fazem o <digit>º dia roqueiro do rock in rio <digit><digit><digit><digit>: veja o que esperar desta quinta no festival.,musica
aerosmith fall out boy def leppard veja resumo dia rock in rio v deos fotos gifs textos,musica,aerosmith fall out boy def leppard: veja resumo do <digit>º dia de rock in rio em vídeos fotos gifs e textos.,musica
aerosmith fall out boy scalene comenta show palco mundo quinta feira rock in rio,musica,aerosmith fall out boy... scalene comenta shows do palco mundo da quinta-feira de rock in rio.,musica
aes tiet prev investir r milh e construir usina solar ap s leil,economia,aes tietê prevê investir r$ <digit><digit><digit> milhões para construir usina solar após leilão.,economia
afastamentos caixa definitivos outros vir,politica,afastamentos na caixa serão definitivos e outros virão.,politica
afc arranca virada sobre nfc fatura t tulo pro bowl,esporte,afc arranca virada sobre nfc e fatura o título do pro bowl <digit><digit><digit><digit>.,esporte
afif diz temer decidiu vetar refis microempresas pretende apoiar derrubada veto congresso,politica,afif diz que temer decidiu vetar refis de microempresas mas pretende apoiar derrubada do veto no congresso.,politica
ag ncia ambiental eua suspeitava dispositivo fiat chrysler,carros,agência ambiental dos eua suspeitava de dispositivo da fiat chrysler em <digit><digit><digit><digit>,carros
ag ncia regulamenta plano sa empres rio individual,economia,agência regulamenta plano de saúde para empresário individual.,politica
ag ncias banc rias fechadas n viram creche me ap s doria anunciar plano,educacao,agências bancárias fechadas não viram creches <digit> meses após doria anunciar plano.,educacao
ag ncias banc rias fecham nesta sexta s reabrem ter feira,economia,agências bancárias fecham nesta sexta e só reabrem na terça-feira.,economia
agendamento retirada pulseiras rock in rio cidade rock aberto,musica,agendamento de retirada de pulseiras do rock in rio na cidade do rock é aberto.,musica
agente lucas ver ssimo santos chega r ssia fechar venda,esporte,agente de lucas veríssimo do santos chega à rússia para fechar venda.,esporte
agentes sa refor am vacina contra febre amarela zona rural,economia,agentes de saúde reforçam vacinação contra a febre amarela na zona rural.,politica
agentes tr nsito ter curso obrigat rio partir novembro,carros,agentes de trânsito terão curso obrigatório a partir de <digit><digit> de novembro,carros
agentes tr nsito ter nome divulgados internet,carros,agentes de trânsito terão nomes divulgados na internet,carros
agora vamos andar frente diz jefferson ap s stj liberar posse filha minist rio,politica,agora vamos andar para a frente diz jefferson após stj liberar posse da filha no ministério.,politica
agu anuncia conclus acordo poupadores bancos sobre plano econ micos ano,economia,agu anuncia conclusão de acordo entre poupadores e bancos sobre planos econômicos dos anos <digit><digit> e <digit><digit>.,economia
